    10.6 +6378213.520    -7796.917       +0.000    -0.026781  +364.573148    +0.000000 +0.4999816352 +0.5000183642 -0.5000183642 -0.4999816352 +0.00000 +0.00000 -0.00000    1000.000  1.07136 -0.0012959 +3.63888     +81.29
    10.7 +6378213.520    -7760.289       +0.000    -0.026781  +368.005248    +0.000000 +0.4999818064 +0.5000181929 -0.5000181929 -0.4999818064 +0.00000 +0.00000 -0.00000    1000.000  1.08144 -0.0012895 +3.63888     +81.24
    10.8 +6378213.520    -7723.316       +0.000    -0.026781  +371.437348    +0.000000 +0.4999819745 +0.5000180248 -0.5000180248 -0.4999819745 +0.00000 +0.00000 -0.00000    1000.000  1.09153 -0.0012830 +3.63889     +81.20
    10.9 +6378213.520    -7686.001       +0.000    -0.026781  +374.869448    +0.000000 +0.4999821396 +0.5000178598 -0.5000178598 -0.4999821396 +0.00000 +0.00000 -0.00000    1000.000  1.10161 -0.0012765 +3.63890     +81.15
    11.0 +6378213.520    -7648.343       +0.000    -0.026781  +378.301548    +0.000000 +0.4999823016 +0.5000176978 -0.5000176978 -0.4999823016 +0.00000 +0.00000 -0.00000    1000.000  1.11170 -0.0012699 +3.63890     +81.11
    11.1 +6378213.520    -7610.341       +0.000    -0.026781  +381.733648    +0.000000 +0.4999824607 +0.5000175386 -0.5000175386 -0.4999824607 +0.00000 +0.00000 -0.00000    1000.000  1.12179 -0.0012633 +3.63891     +81.06
    11.2 +6378213.520    -7571.996       +0.000    -0.026781  +385.165748    +0.000000 +0.4999826170 +0.5000173824 -0.5000173824 -0.4999826170 +0.00000 +0.00000 -0.00000    1000.000  1.13187 -0.0012567 +3.63891     +81.01
    11.3 +6378213.520    -7533.308       +0.000    -0.026781  +388.597848    +0.000000 +0.4999827706 +0.5000172288 -0.5000172288 -0.4999827706 +0.00000 +0.00000 -0.00000    1000.000  1.14196 -0.0012500 +3.63892     +80.97
    11.4 +6378213.520    -7494.276       +0.000    -0.026781  +392.029948    +0.000000 +0.4999829214 +0.5000170780 -0.5000170780 -0.4999829214 +0.00000 +0.00000 -0.00000    1000.000  1.15204 -0.0012433 +3.63892     +80.92
    11.5 +6378213.520    -7454.902       +0.000    -0.026781  +395.462048    +0.000000 +0.4999830696 +0.5000169298 -0.5000169298 -0.4999830696 +0.00000 +0.00000 -0.00000    1000.000  1.16213 -0.0012365 +3.63893     +80.88
