21.523 7701.4 37.661 605.3 42.907
21.623 7761.9 42.074 604.99 45.345
21.723 7822.4 46.73 604.66 47.781
21.823 7882.9 51.63 604.32 50.216
21.923 7943.3 56.773 603.96 52.65
22.023 8003.6 62.16 603.6 55.082
22.123 8064 67.79 603.21 57.513
22.223 8124.3 73.662 602.82 59.942
22.323 8184.5 79.778 602.41 62.369
22.423 8244.8 86.136 601.98 64.795
22.523 8304.9 92.737 601.54 67.219
22.623 8365.1 99.58 601.09 69.641
22.723 8425.2 106.67 600.63 72.062
22.823 8485.2 113.99 600.15 74.48
22.923 8545.2 121.56 599.65 76.897
23.023 8605.1 129.37 599.15 79.311
23.123 8665 137.42 598.63 81.724
23.223 8724.9 145.72 598.09 84.134
23.323 8784.6 154.25 597.54 86.542
23.423 8844.4 163.02 596.98 88.948
23.523 8904 172.04 596.41 91.351
23.623 8963.6 181.29 595.82 93.752
23.723 9023.2 190.79 595.21 96.151
23.823 9082.7 200.52 594.6 98.547
23.924 9142.7 210.6 593.96 100.96
24.024 9202.1 220.82 593.31 103.36
24.124 9261.4 231.27 592.65 105.74
24.224 9320.6 241.96 591.98 108.13
24.324 9379.8 252.9 591.3 110.51
24.424 9438.9 264.07 590.6 112.89
24.524 9497.9 275.48 589.88 115.27
24.624 9556.8 287.12 589.15 117.64
24.724 9615.7 299 588.41 120.01
24.824 9674.5 311.12 587.66 122.38
24.924 9733.2 323.48 586.89 124.75
